school_section,cca_grouping_desc,cca_generic_name,cca_customized_name,school_id
SECONDARY,PHYSICAL SPORTS,JUDO,na,19
SECONDARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL,19
SECONDARY,PHYSICAL SPORTS,SOFTBALL,na,19
SECONDARY,PHYSICAL SPORTS,FLOORBALL,na,19
SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na,19
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na,19
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (SEA),na,19
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,19
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,DANCE ENSEMBLE,19
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na,19
SECONDARY,UNIFORMED GROUPS,SCOUTS,SCOUTS,20
SECONDARY,CLUBS AND SOCIETIES,ROBOTICS,na,20
SECONDARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL,20
SECONDARY,PHYSICAL SPORTS,SEPAKTAKRAW,SEPAK TAKRAW,20
SECONDARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL,20
SECONDARY,PHYSICAL SPORTS,FLOORBALL,FLOORBALL,20
SECONDARY,PHYSICAL SPORTS,TCHOUKBALL,TCHOUKBALL,20
SECONDARY,VISUAL AND PERFORMING ARTS,PERCUSSION ENSEMBLE,PERCUSSION BAND,20
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,DANCE CLUB,20
SECONDARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,MALAY DANCE CLUB,20
SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB,20
SECONDARY,CLUBS AND SOCIETIES,AUDIO VISUAL AID,AV CREW,20
SECONDARY,CLUBS AND SOCIETIES,MEDIA RESOURCE CLUB,MERIT (MEDIA RESOURCE & IT) CLUB,21
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,DANCE-MODERN,21
SECONDARY,CLUBS AND SOCIETIES,ENTREPRENEURSHIP,na,21
SECONDARY,CLUBS AND SOCIETIES,COMMUNITY SERVICE,SERVICE LEARNING CLUB,21
SECONDARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,ENSEMBLE-GUZHENG,21
SECONDARY,PHYSICAL SPORTS,BASKETBALL,na,21
SECONDARY,PHYSICAL SPORTS,NETBALL,na,21
SECONDARY,PHYSICAL SPORTS,SEPAKTAKRAW,na,21
SECONDARY,PHYSICAL SPORTS,FOOTBALL,na,21
SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na,21
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na,21
SECONDARY,UNIFORMED GROUPS,RED CROSS YOUTH,RED CROSS YOUTH,21
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (AIR),na,21
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na,21
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,21
SECONDARY,VISUAL AND PERFORMING ARTS,BAND - MILITARY,BAND-CONCERT,21
SECONDARY,CLUBS AND SOCIETIES,INNOVATION AND ENTERPRISE CLUB,CURIOSTE,21
PRIMARY,PHYSICAL SPORTS,BASKETBALL,na,22
PRIMARY,PHYSICAL SPORTS,NETBALL,na,22
PRIMARY,PHYSICAL SPORTS,FOOTBALL,na,22
PRIMARY,PHYSICAL SPORTS,WUSHU,na,22
PRIMARY,PHYSICAL SPORTS,TCHOUKBALL,na,22
PRIMARY,PHYSICAL SPORTS,OUTDOOR ADVENTURE,OUTDOOR ADVENTURE CLUB (ODAC),22
PRIMARY,UNIFORMED GROUPS,SCOUTS,na,22
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na,22
PRIMARY,VISUAL AND PERFORMING ARTS,PERCUSSION ENSEMBLE,na,22
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na,22
PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na,22
PRIMARY,VISUAL AND PERFORMING ARTS,UKULELE ENSEMBLE,na,22
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB,22
PRIMARY,CLUBS AND SOCIETIES,ROBOTICS,na,22
PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,ENVIRONMENTAL SCIENCE CLUB,22
SECONDARY,PHYSICAL SPORTS,BADMINTON,BADMINTON,23
SECONDARY,PHYSICAL SPORTS,CANOEING,CANOEING,23
SECONDARY,PHYSICAL SPORTS,FOOTBALL,na,23
SECONDARY,PHYSICAL SPORTS,WUSHU,na,23
SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na,23
SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,na,23
SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na,23
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,NATIONAL POLICE CADET CORPS,23
SECONDARY,UNIFORMED GROUPS,SCOUTS,na,23
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),NATIONAL CADET CORPS (LAND),23
SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,na,23
SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,CHINESE ORCHESTRA,23
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,23
SECONDARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,MALAY DANCE,23
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,DRAMA CLUB,23
PRIMARY,PHYSICAL SPORTS,BADMINTON,na,24
PRIMARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL,24
PRIMARY,PHYSICAL SPORTS,RUGBY,na,24
PRIMARY,PHYSICAL SPORTS,FOOTBALL,na,24
PRIMARY,UNIFORMED GROUPS,SCOUTS,CUB SCOUTS,24
PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),BROWNIES,24
PRIMARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,ANGKLUNG ENSEMBLE,24
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na,24
PRIMARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na,24
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na,24
PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na,24
PRIMARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,ENGLISH DRAMA CLUB,24
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB,24
PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),INFOCOMM AND JOURNALISM CLUB,24
SECONDARY,PHYSICAL SPORTS,BADMINTON,na,25
SECONDARY,PHYSICAL SPORTS,BASKETBALL,na,25
SECONDARY,PHYSICAL SPORTS,FOOTBALL,na,25
SECONDARY,PHYSICAL SPORTS,SOFTBALL,na,25
SECONDARY,PHYSICAL SPORTS,WUSHU,na,25
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na,25
SECONDARY,UNIFORMED GROUPS,ST JOHN BRIGADE,na,25
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na,25
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,25
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,DANCE,25
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,DRAMA,25
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,CONCERT BAND,25
SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART & CRAFT,25
SECONDARY,CLUBS AND SOCIETIES,SINGAPORE YOUTH FLYING CLUB,YOUTH FLYING CLUB,25
SECONDARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,ENVIRONMENT CLUB,25
SECONDARY,PHYSICAL SPORTS,OUTDOOR ADVENTURE,OUTDOOR ADVENTURE CLUB,25
SECONDARY,VISUAL AND PERFORMING ARTS,CULTURAL DANCE,ETHNIC DANCE,25
SECONDARY,CLUBS AND SOCIETIES,AUDIO VISUAL AID,INFOCOMM CLUB,25
SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,DANCE SOCIETY,26
SECONDARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,SCIENCE & ENVIRONMENT CLUB,26
SECONDARY,PHYSICAL SPORTS,FLOORBALL,na,26
SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na,26
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,NPCC,26
SECONDARY,UNIFORMED GROUPS,SCOUTS,na,26
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),NCC (LAND),26
SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,NCDCC,26
SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,CHINESE ORCHESTRA,26
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,26
SECONDARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,MALAY DANCE,26
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,SYMPHONIC BAND,26
SECONDARY,CLUBS AND SOCIETIES,AUDIO VISUAL AID,PA CLUB,26
SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),INFOCOMM AND MEDIA CLUB,26
SECONDARY,PHYSICAL SPORTS,BADMINTON,na,26
SECONDARY,PHYSICAL SPORTS,NETBALL,na,26
SECONDARY,PHYSICAL SPORTS,FOOTBALL,na,26
SECONDARY,PHYSICAL SPORTS,BADMINTON,BADMINTON (BOYS),27
SECONDARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL,27
SECONDARY,PHYSICAL SPORTS,NETBALL,na,27
SECONDARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL (BOYS),27
SECONDARY,PHYSICAL SPORTS,TRACK AND FIELD,ATHLETICS,27
SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na,27
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,NPCC (BOYS),27
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),NCC (LAND),27
SECONDARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,ANGKLUNG ENSEMBLE,27
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,27
SECONDARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na,27
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na,27
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na,27
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na,27
SECONDARY,CLUBS AND SOCIETIES,COMMUNITY SERVICE,SERVICE LEARNING CLUB,27
PRIMARY,PHYSICAL SPORTS,SEPAKTAKRAW,SEPAKTAKRAW,28
PRIMARY,PHYSICAL SPORTS,WUSHU,WUSHU,28
PRIMARY,PHYSICAL SPORTS,ROPE SKIPPING,ROPE SKIPPING,28
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,CHINESE DANCE,28
PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,INDIAN DANCE,28
PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,MALAY DANCE,28
PRIMARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,CONCERT BAND,28
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na,29
SECONDARY,PHYSICAL SPORTS,BADMINTON,na,29
SECONDARY,PHYSICAL SPORTS,CROSS COUNTRY,na,29
SECONDARY,PHYSICAL SPORTS,SEPAKTAKRAW,na,29
SECONDARY,PHYSICAL SPORTS,FOOTBALL,na,29
SECONDARY,PHYSICAL SPORTS,TAEKWONDO,na,29
SECONDARY,PHYSICAL SPORTS,TCHOUKBALL,na,29
SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na,29
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na,29
SECONDARY,UNIFORMED GROUPS,RED CROSS YOUTH,SINGAPORE RED CROSS YOUTH,29
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,29
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na,29
SECONDARY,VISUAL AND PERFORMING ARTS,TAMIL DRAMA,na,29
SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),na,29
PRIMARY,PHYSICAL SPORTS,BADMINTON,na,30
PRIMARY,PHYSICAL SPORTS,BASKETBALL,na,30
PRIMARY,PHYSICAL SPORTS,FOOTBALL,na,30
PRIMARY,UNIFORMED GROUPS,RED CROSS YOUTH,na,30
PRIMARY,UNIFORMED GROUPS,SCOUTS,na,30
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART AND DESIGN CLUB,30
PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na,30
PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),MEDIA KIDS,30
PRIMARY,CLUBS AND SOCIETIES,PHYSICAL SCIENCE,STEM CLUB,30
PRIMARY,PHYSICAL SPORTS,FLOORBALL,na,31
PRIMARY,CLUBS AND SOCIETIES,DESIGN AND INNOVATION,STEM CLUB,31
PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,ENVIRONMENTAL CLUB,31
PRIMARY,PHYSICAL SPORTS,TRACK AND FIELD,na,31
PRIMARY,PHYSICAL SPORTS,TAEKWONDO,na,31
PRIMARY,PHYSICAL SPORTS,WUSHU,na,31
PRIMARY,PHYSICAL SPORTS,BOWLING,na,31
PRIMARY,UNIFORMED GROUPS,RED CROSS YOUTH,RED CROSS,31
PRIMARY,UNIFORMED GROUPS,SCOUTS,na,31
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na,31
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,CHINESE DANCE,31
PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,INDIAN DANCE,31
PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,MALAY DANCE,31
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB,31
PRIMARY,CLUBS AND SOCIETIES,AUDIO VISUAL AID,AV & MEDIA CLUB,31
SECONDARY,PHYSICAL SPORTS,NETBALL,NETBALL,32
SECONDARY,PHYSICAL SPORTS,BADMINTON,BADMINTON,32
SECONDARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL,32
SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,BOYS' BRIGADE,32
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,NATIONAL POLICE CADET CORPS,32
SECONDARY,UNIFORMED GROUPS,ST JOHN BRIGADE,ST JOHN BRIGADE,32
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),NATIONAL CADET CORPS (LAND),32
SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,NATIONAL CIVIL DEFENCE CADET CORPS,32
SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,CHINESE ORCHESTRA,32
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR,32
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,CONTEMPORARY DANCE,32
SECONDARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,MALAY DANCE,32
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,MUSICAL THEATRE,32
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,CONCERT BAND,32
SECONDARY,CLUBS AND SOCIETIES,AUDIO VISUAL AID,AUDIO VISUAL AID,32
SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),CYBERACE,32
SECONDARY,PHYSICAL SPORTS,BADMINTON,na,33
SECONDARY,PHYSICAL SPORTS,BASKETBALL,na,33
SECONDARY,PHYSICAL SPORTS,NETBALL,na,33
SECONDARY,PHYSICAL SPORTS,FOOTBALL,na,33
SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na,33
SECONDARY,PHYSICAL SPORTS,TAEKWONDO,na,33
SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,na,33
SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na,33
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na,33
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na,33
SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,na,33
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,33
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na,33
SECONDARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,na,33
SECONDARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na,33
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,EL DRAMA CLUB,33
SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,BOWEN ARTISTS,33
SECONDARY,CLUBS AND SOCIETIES,MEDIA RESOURCE LIBRARY,LIBRARY,33
SECONDARY,VISUAL AND PERFORMING ARTS,BAND - MILITARY,na,33
SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),AIMS CLUB,33
SECONDARY,PHYSICAL SPORTS,SHOOTING,na,34
SECONDARY,PHYSICAL SPORTS,BASKETBALL,na,34
SECONDARY,PHYSICAL SPORTS,TAEKWONDO,na,34
SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na,34
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na,34
SECONDARY,UNIFORMED GROUPS,RED CROSS YOUTH,na,34
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na,34
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,SHOW CHOIR,34
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na,34
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na,34
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na,34
SECONDARY,CLUBS AND SOCIETIES,ROBOTICS,na,34
SECONDARY,PHYSICAL SPORTS,SHOOTING,AIR RIFLE,35
SECONDARY,PHYSICAL SPORTS,BADMINTON,BADMINTON,35
SECONDARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL (BOYS),35
SECONDARY,PHYSICAL SPORTS,CROSS COUNTRY,CROSS COUNTRY,35
SECONDARY,PHYSICAL SPORTS,RUGBY,RUGBY (BOYS),35
SECONDARY,PHYSICAL SPORTS,SOFTBALL,SOFTBALL (GIRLS),35
SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,BOYS' BRIGADE,35
SECONDARY,UNIFORMED GROUPS,GIRLS' BRIGADE,GIRLS' BRIGADE,35
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,NPCC,35
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),NCC (LAND) (BOYS),35
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (SEA),NCC (SEA),35
SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,CHINESE ORCHESTRA,35
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR,35
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,MODERN DANCE,35
SECONDARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,MALAY DANCE,35
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,CONCERT BAND,35
SECONDARY,CLUBS AND SOCIETIES,ROBOTICS,ROBOTICS CLUB,35
SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),MEDIA CLUB,35
SECONDARY,PHYSICAL SPORTS,BASKETBALL,na,36
SECONDARY,PHYSICAL SPORTS,FLOORBALL,na,36
SECONDARY,PHYSICAL SPORTS,TCHOUKBALL,na,36
SECONDARY,UNIFORMED GROUPS,ST JOHN BRIGADE,na,36
SECONDARY,UNIFORMED GROUPS,SCOUTS,na,36
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na,36
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na,36
SECONDARY,CLUBS AND SOCIETIES,ENTREPRENEURSHIP,YOUNG ENTREPRENEUR CLUB,36
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na,36
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,DRAMA CLUB,36
SECONDARY,CLUBS AND SOCIETIES,ROBOTICS,ENGINEERING AND INNOVATION CLUB,36
SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),INFO.MEDIA CLUB,36
SECONDARY,PHYSICAL SPORTS,BASKETBALL,na,37
SECONDARY,PHYSICAL SPORTS,FENCING,na,37
SECONDARY,PHYSICAL SPORTS,NETBALL,na,37
SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na,37
SECONDARY,PHYSICAL SPORTS,FLOORBALL,na,37
SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na,37
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na,37
SECONDARY,UNIFORMED GROUPS,ST JOHN BRIGADE,na,37
SECONDARY,UNIFORMED GROUPS,SCOUTS,na,37
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na,37
SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,na,37
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,37
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na,37
SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE DRAMA,na,37
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na,37
SECONDARY,CLUBS AND SOCIETIES,AUDIO VISUAL AID,BP COM LINK,37
SECONDARY,CLUBS AND SOCIETIES,MALAY CULTURE AND LANGUAGE,na,37
SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),na,37
SECONDARY,CLUBS AND SOCIETIES,COMMUNITY SERVICE,Service Learning Club,37
PRIMARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na,38
PRIMARY,PHYSICAL SPORTS,HOCKEY,na,38
PRIMARY,PHYSICAL SPORTS,FOOTBALL,na,38
PRIMARY,PHYSICAL SPORTS,WUSHU,na,38
PRIMARY,UNIFORMED GROUPS,RED CROSS YOUTH,na,38
PRIMARY,UNIFORMED GROUPS,SCOUTS,na,38
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na,38
PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na,38
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na,38
PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,na,38
PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na,38
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB,38
PRIMARY,PHYSICAL SPORTS,BASKETBALL,na,38
PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na,38
PRIMARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na,38
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DRUMS,CHINESE DRUMS,38
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE CALLIGRAPHY AND BRUSH PAINTING,na,38
PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),na,38
PRIMARY,CLUBS AND SOCIETIES,ROBOTICS,na,38
PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,na,38
PRIMARY,PHYSICAL SPORTS,BADMINTON,na,38
PRIMARY,PHYSICAL SPORTS,BASKETBALL,na,39
PRIMARY,PHYSICAL SPORTS,RUGBY,na,39
PRIMARY,PHYSICAL SPORTS,FOOTBALL,na,39
PRIMARY,PHYSICAL SPORTS,WUSHU,WUSHU,39
PRIMARY,PHYSICAL SPORTS,TCHOUKBALL,na,39
PRIMARY,PHYSICAL SPORTS,MODULAR CCA (SPORTS),na,39
PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,BOYS' BRIGADE,39
PRIMARY,UNIFORMED GROUPS,SCOUTS,SCOUTS,39
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na,39
PRIMARY,VISUAL AND PERFORMING ARTS,BRASS BAND,BRASS SYMPHONIA,39
PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,DANCE-VERSITY,39
PRIMARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,DRAMA CLUB,39
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB,39
PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),INFOCOMM CLUB,39
PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,RSVP CLUB,39
PRIMARY,PHYSICAL SPORTS,BADMINTON,na,39
PRIMARY,PHYSICAL SPORTS,BADMINTON,BADMINTON,40
PRIMARY,PHYSICAL SPORTS,NETBALL,NETBALL,40
PRIMARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL,40
PRIMARY,PHYSICAL SPORTS,WUSHU,WUSHU,40
PRIMARY,UNIFORMED GROUPS,RED CROSS YOUTH,RED CROSS YOUTH,40
PRIMARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,ANGKLUNG / KULINTANG ENSEMBLE,40
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR,40
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,CHINESE DANCE,40
PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,INDIAN DANCE,40
PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,MALAY DANCE,40
PRIMARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,ENGLISH DRAMA,40
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB,40
PRIMARY,CLUBS AND SOCIETIES,STRATEGY GAMES,Mass Brain Activities (MBA) Club,40
SECONDARY,PHYSICAL SPORTS,BADMINTON,BADMINTON (BOYS),41
SECONDARY,PHYSICAL SPORTS,HOCKEY,HOCKEY (BOYS),41
SECONDARY,PHYSICAL SPORTS,TRACK AND FIELD,na,41
SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na,41
SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,VOLLEYBALL (GIRLS),41
SECONDARY,PHYSICAL SPORTS,FLOORBALL,FLOORBALL (GIRLS),41
SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,na,41
SECONDARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na,41
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na,41
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na,41
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,41
